SEQ,NRPATRIMONIO1,DESCRICAO,CODCLASSIFICACAO,NOME_SETOR,LOCALIZAÇÃO,VALOR,DATACADASTRO,DESC_ESTADO,NRNOTAFISCAL,NOMEUNIDADE,ESTADO
2457,114287,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,BIBLIOTECA,,850,06/10/2016,Bom,28566,GOI,B
2458,114288,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,B5 T502 CA/CAPD,850,06/10/2016,Bom,28566,GOI,B
2459,114289,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 CCBCIN,850,06/10/2016,Bom,28566,GOI,B
2460,114290,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,,850,06/10/2016,Bom,28566,GOI,B
2461,114291,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,PROTOCOLO,,850,06/10/2016,Bom,28566,GOI,B
2462,114292,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,B5 T502 CA/CAPD,850,06/10/2016,Bom,28566,GOI,B
2463,114293,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO ACADÊMICA - COORDENAÇÃO,B5 T502 CA/CAPD,850,06/10/2016,Bom,28566,GOI,B
2464,114294,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE RECURSOS HUMANOS E ASSISTÊNCIA SOCIAL,B1 CRHAS,850,06/10/2016,Bom,28566,GOI,B
2465,114295,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CHEFIA DE GABINETE,B1 CG,850,06/10/2016,Bom,28566,GOI,B
2466,114296,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,"GERÊNCIA DE PESQUISA, PÓS-GRADUAÇÃO E EXTENSÃO",B1 CAC,850,06/10/2016,Bom,28566,GOI,B
2467,114297,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE INTEGRAÇÃO ESCOLA - EMPRESA,B1 CAM,850,06/10/2016,Bom,28566,GOI,B
2468,114298,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,B6 S608 NPD,850,06/10/2016,Bom,28566,GOI,B
2469,114299,BEBEDOURO INDUSTRIAL 200 LITROS,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,2330,18/01/2017,Bom,,GOI,B
2470,114300,MICROFONE DIRECIONAL - GRAVADOR / ZOOM / HR,33,COORDENAÇÃO ACADÊMICA,,"860,3",08/03/2017,Bom,,GOI,B
2471,115301,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2472,115302,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2473,115303,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2474,115304,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2475,115305,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2476,115306,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2477,115307,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2478,115308,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2479,115309,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2480,115310,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2481,115311,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2482,115312,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2483,115313,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2484,115314,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2485,115315,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2486,115316,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2487,115317,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2488,115318,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2489,115319,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2490,115320,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2491,115321,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2492,115322,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2493,115323,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2494,115324,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2495,115325,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2496,115326,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 CCBCIN,185,06/10/2016,Bom,,GOI,B
2497,115327,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2498,115328,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2499,115329,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2500,115330,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2501,115331,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2502,115332,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2503,115333,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2504,115334,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2505,115335,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2506,115336,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2507,115337,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2508,115338,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2509,115339,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2510,115340,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2511,115341,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2512,115342,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2513,115343,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T602 ATELIE TRIDIMENSIONAL,185,06/10/2016,Bom,,GOI,B
2514,115344,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T607 ATELIE DE GRAVURA,185,06/10/2016,Bom,,GOI,B
2515,115345,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2516,115346,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO EJA ARTESANATO,RADIO VOZZES,185,06/10/2016,Bom,,GOI,B
2517,115347,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO EJA ARTESANATO,RADIO VOZZES,185,06/10/2016,Bom,,GOI,B
2518,115348,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2519,115349,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2520,115350,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,B6 S608 CCTIAU,185,06/10/2016,Bom,,GOI,B
2521,115351,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2522,115352,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2523,115353,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2524,115354,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2525,115355,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2526,115356,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2527,115357,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2528,115358,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2529,115359,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,BIBLIOTECA,,185,06/10/2016,Bom,,GOI,B
2530,115360,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2531,115361,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,CAMPUS CID. GOIÁS,,185,06/10/2016,Bom,,GOI,B
2532,115362,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2533,115363,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2534,115364,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2535,115365,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2536,115366,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2537,115367,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T602 ATELIE TRIDIMENSIONAL,185,06/10/2016,Bom,,GOI,B
2538,115368,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2539,115369,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2540,115370,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2541,115371,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2542,115372,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2543,115373,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2544,115374,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2545,115375,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2546,115376,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2547,115377,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2548,115378,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2549,115379,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2550,115380,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2551,115381,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2552,115382,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2553,115383,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,GERÊNCIA DE ADMINISTRAÇÃO,,185,06/10/2016,Bom,,GOI,B
2554,115384,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2555,115385,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2556,115386,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,185,06/10/2016,Bom,,GOI,B
2557,115387,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,B1T,185,06/10/2016,Bom,,GOI,B
2558,115388,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2559,115389,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2560,115390,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2561,115391,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2562,115392,"CADEIRA FIXA, EM POLIPROPILENO, ESTRUTURA EM FORMA TRAPEZOIDAL",42,COORDENAÇÃO ACADÊMICA,,185,06/10/2016,Bom,,GOI,B
2563,115393,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO DE GESTÃO ORÇAMENTÁRIA E FINANCEIRA,,474,06/10/2016,Bom,28566,GOI,B
2564,115394,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6T SALA COORD ARTES - RECEPO,474,06/10/2016,Bom,28566,GOI,B
2565,115395,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6T SALA COORD ARTES - RECEPO,474,06/10/2016,Bom,28566,GOI,B
2566,115396,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,B1 CGOF,474,06/10/2016,Bom,28566,GOI,B
2567,115397,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2568,115398,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2569,115399,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,DAA,474,06/10/2016,Bom,28566,GOI,B
2570,115400,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2571,115401,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,SALA DE REUNIÃO,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2572,115402,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2573,115403,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2574,115404,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,DIRETORIA GERAL,B1 DG,474,06/10/2016,Bom,28566,GOI,B
2575,115405,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,474,06/10/2016,Bom,28566,GOI,B
2576,115406,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,DIRETORIA GERAL,B1 DG,474,06/10/2016,Bom,28566,GOI,B
2577,115407,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,INVENTÁRIO,,474,06/10/2016,Bom,28566,GOI,B
2578,115408,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,NUCLEO DE ATENDIMENTO A PESSOAS COM NECESSIDADES ESPECIFICAS,B2 SALA DO NAPNE,474,06/10/2016,Bom,28566,GOI,B
2579,115409,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,SALA DE REUNIÃO,,474,06/10/2016,Bom,28566,GOI,B
2580,115410,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2581,115411,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,SETOR DE AQUISIÇÕES E CONTRATOS,B1 CAC,474,06/10/2016,Bom,28566,GOI,B
2582,115412,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,,474,06/10/2016,Bom,28566,GOI,B
2583,115413,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO CURSO EJA ARTESANATO,B6T SALA COORD ARTESANATO,474,06/10/2016,Bom,28566,GOI,B
2584,115414,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,B6 S602 LAB EDIO DE VIDEO,474,06/10/2016,Bom,28566,GOI,B
2585,115415,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO DE GESTÃO ORÇAMENTÁRIA E FINANCEIRA,B1 DG,474,06/10/2016,Bom,28566,GOI,B
2586,115416,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,INVENTÁRIO,,474,06/10/2016,Bom,28566,GOI,B
2587,115417,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO CURSO EJA ARTESANATO,B6T SALA COORD ARTESANATO,474,06/10/2016,Bom,28566,GOI,B
2588,115418,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,DIRETORIA GERAL,B1 DG,474,06/10/2016,Bom,28566,GOI,B
2589,115419,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,PROTOCOLO,B1 CAM,474,06/10/2016,Bom,28566,GOI,B
2590,115420,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,474,06/10/2016,Bom,28566,GOI,B
2591,115421,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,CAMPUS CID. GOIÁS,DAA,474,06/10/2016,Bom,28566,GOI,B
2592,115422,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,SALA DE REUNIÃO,SALA DE REUNIAO,474,06/10/2016,Bom,28566,GOI,B
2593,115423,POLTRONA CAVALETTI START BASE TRAPEZOIDAL S/ BRAÇO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,B1 CAM,474,06/10/2016,Bom,28566,GOI,B
